activity_comment,n,pct
659989,3,0.01
1273744,3,0.01
830639,3,0.01
1273756,3,0.01
659997,3,0.01
1273768,3,0.01
1062236,3,0.01
1273780,3,0.01
659941,3,0.01
1273696,3,0.01
830611,3,0.01
1273708,3,0.01
660013,3,0.01
1273720,3,0.01
923618,3,0.01
1273732,3,0.01
660021,3,0.01
1273648,3,0.01
830647,3,0.01
1273660,3,0.01
660029,3,0.01
1273672,3,0.01
971788,3,0.01
1273684,3,0.01
659973,3,0.01
1262056,3,0.01
830651,3,0.01
1262060,3,0.01
660045,3,0.01
1262064,3,0.01
943931,3,0.01
1273636,3,0.01
660053,3,0.01
1247544,3,0.01
830655,3,0.01
1247548,3,0.01
660061,3,0.01
1247552,3,0.01
1062315,3,0.01
1247556,3,0.01
660005,3,0.01
1247528,3,0.01
830627,3,0.01
1247532,3,0.01
660077,3,0.01
1247536,3,0.01
887804,3,0.01
1247540,3,0.01
660085,3,0.01
1236139,3,0.01
830663,3,0.01
1236146,3,0.01
660093,3,0.01
1247520,3,0.01
971760,3,0.01
1247524,3,0.01
660037,3,0.01
1216167,3,0.01
830667,3,0.01
1231439,3,0.01
660109,3,0.01
1236125,3,0.01
951738,3,0.01
1236132,3,0.01
660117,3,0.01
1216141,3,0.01
988046,3,0.01
1216143,3,0.01
660125,3,0.01
1216151,3,0.01
1273881,3,0.01
1216159,3,0.01
660069,3,0.01
1171007,3,0.01
830643,3,0.01
1171011,3,0.01
660141,3,0.01
1216125,3,0.01
951745,3,0.01
1216133,3,0.01
660149,3,0.01
1170991,3,0.01
852522,3,0.01
1170995,3,0.01
660157,3,0.01
1170999,3,0.01
971796,3,0.01
1171003,3,0.01
660101,3,0.01
1170975,3,0.01
852534,3,0.01
1170979,3,0.01
660173,3,0.01
1170983,3,0.01
951752,3,0.01
1170987,3,0.01
660181,3,0.01
1170959,3,0.01
879203,3,0.01
1170963,3,0.01
660189,3,0.01
1170967,3,0.01
1062284,3,0.01
1170971,3,0.01
660133,3,0.01
1170943,3,0.01
830659,3,0.01
1170947,3,0.01
660205,3,0.01
1170951,3,0.01
923610,3,0.01
1170955,3,0.01
660213,3,0.01
1168666,3,0.01
879210,3,0.01
1168690,3,0.01
707131,3,0.01
1168714,3,0.01
980682,3,0.01
1168738,3,0.01
660165,3,0.01
1163436,3,0.01
879215,3,0.01
1168589,3,0.01
714790,3,0.01
1168618,3,0.01
955330,3,0.01
1168642,3,0.01
714794,3,0.01
1163388,3,0.01
884139,3,0.01
1163400,3,0.01
714798,3,0.01
1163412,3,0.01
1059693,3,0.01
1163424,3,0.01
660197,3,0.01
1106457,3,0.01
852510,3,0.01
1146019,3,0.01
714806,3,0.01
1146023,3,0.01
955334,3,0.01
1146027,3,0.01
714810,3,0.01
1062351,3,0.01
885966,3,0.01
1062355,3,0.01
714814,3,0.01
1062359,3,0.01
1059694,3,0.01
1095255,3,0.01
714786,3,0.01
447418,3,0.01
885978,3,0.01
1062339,3,0.01
714822,3,0.01
1062343,3,0.01
955338,3,0.01
1062347,3,0.01
714826,3,0.01
1062327,3,0.01
885990,3,0.01
1062331,3,0.01
714830,3,0.01
1062335,3,0.01
1273887,3,0.01
714801,3,0.01
1062247,3,0.01
487355,3,0.01
879204,3,0.01
487359,3,0.01
714838,3,0.01
487363,3,0.01
951731,3,0.01
1062323,3,0.01
714842,3,0.01
492328,3,0.01
886014,3,0.01
492332,3,0.01
714846,3,0.01
492336,3,0.01
1062275,3,0.01
452005,3,0.01
714818,3,0.01
492344,3,0.01
886026,3,0.01
502955,3,0.01
714854,3,0.01
502964,3,0.01
955346,3,0.01
487367,3,0.01
714858,3,0.01
535303,3,0.01
886038,3,0.01
535307,3,0.01
714862,3,0.01
535311,3,0.01
830439,3,0.01
492340,3,0.01
714834,3,0.01
535319,3,0.01
885956,3,0.01
535323,3,0.01
714870,3,0.01
535362,3,0.01
955350,3,0.01
502973,3,0.01
714874,3,0.01
548522,3,0.01
886062,3,0.01
548530,3,0.01
714878,3,0.01
555867,3,0.01
1062256,3,0.01
535315,3,0.01
714850,3,0.01
555886,3,0.01
886074,3,0.01
555896,3,0.01
714886,3,0.01
571678,3,0.01
955354,3,0.01
535370,3,0.01
714890,3,0.01
571686,3,0.01
886086,3,0.01
576010,3,0.01
714894,3,0.01
576014,3,0.01
1294633,3,0.01
555877,3,0.01
714866,3,0.01
576022,3,0.01
886002,3,0.01
576026,3,0.01
714902,3,0.01
576030,3,0.01
955326,3,0.01
571682,3,0.01
714906,3,0.01
576038,3,0.01
886110,3,0.01
576042,3,0.01
715393,3,0.01
576046,3,0.01
971773,3,0.01
576018,3,0.01
714882,3,0.01
576054,3,0.01
886122,3,0.01
597943,3,0.01
775502,3,0.01
597947,3,0.01
955362,3,0.01
576034,3,0.01
775996,3,0.01
597955,3,0.01
886134,3,0.01
597959,3,0.01
776018,3,0.01
597963,3,0.01
1062252,3,0.01
576050,3,0.01
714898,3,0.01
597971,3,0.01
886050,3,0.01
597975,3,0.01
776068,3,0.01
597979,3,0.01
955366,3,0.01
597951,3,0.01
776092,3,0.01
597987,3,0.01
886158,3,0.01
597991,3,0.01
776113,3,0.01
597995,3,0.01
971777,3,0.01
597967,3,0.01
715407,3,0.01
598003,3,0.01
886170,3,0.01
598007,3,0.01
776163,3,0.01
598011,3,0.01
955370,3,0.01
597983,3,0.01
776185,3,0.01
598019,3,0.01
887398,3,0.01
598023,3,0.01
776217,3,0.01
598027,3,0.01
1062276,3,0.01
597999,3,0.01
776044,3,0.01
598035,3,0.01
886098,3,0.01
598041,3,0.01
776270,3,0.01
603581,3,0.01
955342,3,0.01
598015,3,0.01
776302,3,0.01
606384,3,0.01
887406,3,0.01
606891,3,0.01
776326,3,0.01
606895,3,0.01
980695,3,0.01
598031,3,0.01
776136,3,0.01
606903,3,0.01
887410,3,0.01
606907,3,0.01
776379,3,0.01
616134,3,0.01
955378,3,0.01
603585,3,0.01
776408,3,0.01
616150,3,0.01
887414,3,0.01
616158,3,0.01
776437,3,0.01
616166,3,0.01
1059705,3,0.01
606899,3,0.01
776244,3,0.01
616182,3,0.01
886146,3,0.01
616190,3,0.01
776483,3,0.01
616198,3,0.01
963991,3,0.01
616142,3,0.01
776506,3,0.01
616214,3,0.01
887422,3,0.01
616222,3,0.01
776530,3,0.01
616230,3,0.01
980699,3,0.01
616174,3,0.01
776349,3,0.01
616246,3,0.01
887426,3,0.01
616254,3,0.01
776706,3,0.01
616262,3,0.01
963995,3,0.01
616206,3,0.01
776745,3,0.01
616278,3,0.01
887430,3,0.01
616286,3,0.01
776786,3,0.01
616294,3,0.01
1062260,3,0.01
616238,3,0.01
776462,3,0.01
616310,3,0.01
887402,3,0.01
616318,3,0.01
776889,3,0.01
616326,3,0.01
955358,3,0.01
616270,3,0.01
776907,3,0.01
616342,3,0.01
887438,3,0.01
616350,3,0.01
786582,3,0.01
616358,3,0.01
971789,3,0.01
616302,3,0.01
776679,3,0.01
616374,3,0.01
887442,3,0.01
616382,3,0.01
792949,3,0.01
616390,3,0.01
964003,3,0.01
616334,3,0.01
792953,3,0.01
616406,3,0.01
887446,3,0.01
616414,3,0.01
792957,3,0.01
616422,3,0.01
1059709,3,0.01
616366,3,0.01
776825,3,0.01
616455,3,0.01
887418,3,0.01
616466,3,0.01
792965,3,0.01
616477,3,0.01
964007,3,0.01
616398,3,0.01
792969,3,0.01
616493,3,0.01
887454,3,0.01
616501,3,0.01
792973,3,0.01
616509,3,0.01
971793,3,0.01
616432,3,0.01
786586,3,0.01
616525,3,0.01
887458,3,0.01
616533,3,0.01
792981,3,0.01
616541,3,0.01
964011,3,0.01
616485,3,0.01
792985,3,0.01
616557,3,0.01
887462,3,0.01
616565,3,0.01
792989,3,0.01
616573,3,0.01
616517,3,0.01
792961,3,0.01
616589,3,0.01
887434,3,0.01
616597,3,0.01
792997,3,0.01
616605,3,0.01
955374,3,0.01
616549,3,0.01
793001,3,0.01
616621,3,0.01
887680,3,0.01
616629,3,0.01
793005,3,0.01
616637,3,0.01
988038,3,0.01
616581,3,0.01
792977,3,0.01
616653,3,0.01
887684,3,0.01
616661,3,0.01
793013,3,0.01
616669,3,0.01
965034,3,0.01
616613,3,0.01
793017,3,0.01
616685,3,0.01
887688,3,0.01
616693,3,0.01
793021,3,0.01
616701,3,0.01
1062264,3,0.01
616645,3,0.01
792993,3,0.01
616717,3,0.01
887450,3,0.01
616725,3,0.01
793029,3,0.01
616733,3,0.01
965038,3,0.01
616677,3,0.01
793033,3,0.01
616749,3,0.01
887696,3,0.01
616757,3,0.01
793037,3,0.01
616765,3,0.01
988042,3,0.01
616709,3,0.01
793009,3,0.01
616781,3,0.01
887700,3,0.01
616789,3,0.01
793045,3,0.01
616797,3,0.01
965042,3,0.01
616741,3,0.01
793049,3,0.01
616813,3,0.01
887704,3,0.01
616821,3,0.01
793053,3,0.01
616829,3,0.01
1062296,3,0.01
616773,3,0.01
793025,3,0.01
616845,3,0.01
887466,3,0.01
616853,3,0.01
793061,3,0.01
616861,3,0.01
963999,3,0.01
616805,3,0.01
796351,3,0.01
616877,3,0.01
887712,3,0.01
616885,3,0.01
796355,3,0.01
616893,3,0.01
980687,3,0.01
616837,3,0.01
793041,3,0.01
616909,3,0.01
887716,3,0.01
616917,3,0.01
796363,3,0.01
616925,3,0.01
965050,3,0.01
616869,3,0.01
796367,3,0.01
616941,3,0.01
887720,3,0.01
616949,3,0.01
796371,3,0.01
616957,3,0.01
1062268,3,0.01
616901,3,0.01
793057,3,0.01
616973,3,0.01
887692,3,0.01
616981,3,0.01
796379,3,0.01
616989,3,0.01
971736,3,0.01
616933,3,0.01
796383,3,0.01
617005,3,0.01
887728,3,0.01
617013,3,0.01
796387,3,0.01
617021,3,0.01
980691,3,0.01
616965,3,0.01
796359,3,0.01
617037,3,0.01
887732,3,0.01
617045,3,0.01
796395,3,0.01
625157,3,0.01
971740,3,0.01
616997,3,0.01
796399,3,0.01
625165,3,0.01
887736,3,0.01
625169,3,0.01
796403,3,0.01
625173,3,0.01
1062312,3,0.01
617029,3,0.01
796375,3,0.01
625181,3,0.01
887708,3,0.01
625185,3,0.01
796411,3,0.01
659320,3,0.01
964015,3,0.01
625161,3,0.01
796415,3,0.01
659336,3,0.01
887744,3,0.01
659344,3,0.01
796419,3,0.01
659352,3,0.01
1059697,3,0.01
625177,3,0.01
796391,3,0.01
659368,3,0.01
887748,3,0.01
659376,3,0.01
796427,3,0.01
659384,3,0.01
971748,3,0.01
659328,3,0.01
796431,3,0.01
659400,3,0.01
887752,3,0.01
659408,3,0.01
796435,3,0.01
659416,3,0.01
1062240,3,0.01
659360,3,0.01
796407,3,0.01
659432,3,0.01
887724,3,0.01
659440,3,0.01
796443,3,0.01
659448,3,0.01
971752,3,0.01
659392,3,0.01
796447,3,0.01
659464,3,0.01
887760,3,0.01
659472,3,0.01
796451,3,0.01
659480,3,0.01
1059701,3,0.01
659424,3,0.01
796423,3,0.01
659496,3,0.01
887764,3,0.01
659504,3,0.01
796459,3,0.01
659512,3,0.01
971756,3,0.01
659456,3,0.01
796463,3,0.01
659528,3,0.01
887768,3,0.01
659536,3,0.01
816324,3,0.01
659544,3,0.01
1062300,3,0.01
659488,3,0.01
796439,3,0.01
659560,3,0.01
887740,3,0.01
659568,3,0.01
822053,3,0.01
659576,3,0.01
965046,3,0.01
659520,3,0.01
822057,3,0.01
659592,3,0.01
887776,3,0.01
659600,3,0.01
822061,3,0.01
659608,3,0.01
980703,3,0.01
659552,3,0.01
796455,3,0.01
659624,3,0.01
887780,3,0.01
659636,3,0.01
825457,3,0.01
659645,3,0.01
971764,3,0.01
659584,3,0.01
830400,3,0.01
659661,3,0.01
887784,3,0.01
659669,3,0.01
830404,3,0.01
659677,3,0.01
1062244,3,0.01
659616,3,0.01
822049,3,0.01
659693,3,0.01
887756,3,0.01
659701,3,0.01
830412,3,0.01
659709,3,0.01
971768,3,0.01
659653,3,0.01
830416,3,0.01
659725,3,0.01
887792,3,0.01
659733,3,0.01
830420,3,0.01
659741,3,0.01
988034,3,0.01
659685,3,0.01
825449,3,0.01
659757,3,0.01
887796,3,0.01
659765,3,0.01
830428,3,0.01
659773,3,0.01
971772,3,0.01
659717,3,0.01
830432,3,0.01
659789,3,0.01
887800,3,0.01
659797,3,0.01
830436,3,0.01
659805,3,0.01
1062288,3,0.01
659749,3,0.01
830408,3,0.01
659821,3,0.01
887772,3,0.01
659829,3,0.01
830444,3,0.01
659837,3,0.01
971744,3,0.01
659781,3,0.01
830448,3,0.01
659853,3,0.01
911954,3,0.01
659861,3,0.01
830452,3,0.01
659869,3,0.01
1059713,3,0.01
659813,3,0.01
830424,3,0.01
659885,3,0.01
911958,3,0.01
659893,3,0.01
830615,3,0.01
659901,3,0.01
971780,3,0.01
659845,3,0.01
830619,3,0.01
659917,3,0.01
923606,3,0.01
659925,3,0.01
830623,3,0.01
659933,3,0.01
1062280,3,0.01
1275128,3,0.01
1294631,3,0.01
1273880,3,0.01
830442,3,0.01
1273888,3,0.01
659961,3,0.01
1273858,3,0.01
887790,3,0.01
1273872,3,0.01
659913,3,0.01
1273810,3,0.01
830637,3,0.01
1273834,3,0.01
659993,3,0.01
1273762,3,0.01
971786,3,0.01
1273786,3,0.01
659945,3,0.01
1273714,3,0.01
830613,3,0.01
1273738,3,0.01
660025,3,0.01
1273666,3,0.01
943929,3,0.01
1273690,3,0.01
659977,3,0.01
1262062,3,0.01
830653,3,0.01
1273642,3,0.01
660057,3,0.01
1247550,3,0.01
1062282,3,0.01
1259351,3,0.01
660009,3,0.01
1247534,3,0.01
830629,3,0.01
1247542,3,0.01
660089,3,0.01
1247518,3,0.01
911952,3,0.01
1247526,3,0.01
660041,3,0.01
1236122,3,0.01
852492,3,0.01
1236135,3,0.01
951740,3,0.01
1216147,3,0.01
1062273,3,0.01
1216163,3,0.01
660073,3,0.01
1216121,3,0.01
830645,3,0.01
1216137,3,0.01
660153,3,0.01
1170997,3,0.01
951748,3,0.01
1171005,3,0.01
660105,3,0.01
1170981,3,0.01
852540,3,0.01
1170989,3,0.01
660185,3,0.01
1170965,3,0.01
1059691,3,0.01
1170973,3,0.01
660137,3,0.01
1170949,3,0.01
830661,3,0.01
1170957,3,0.01
660217,3,0.01
1168702,3,0.01
923612,3,0.01
1168750,3,0.01
660169,3,0.01
1168601,3,0.01
884137,3,0.01
1168654,3,0.01
714796,3,0.01
1163406,3,0.01
980684,3,0.01
1163430,3,0.01
660201,3,0.01
1146021,3,0.01
852516,3,0.01
1163381,3,0.01
714812,3,0.01
1062357,3,0.01
955336,3,0.01
1106450,3,0.01
714788,3,0.01
1062341,3,0.01
885984,3,0.01
1062349,3,0.01
714828,3,0.01
1062333,3,0.01
887787,3,0.01
879211,3,0.01
714804,3,0.01
487361,3,0.01
879207,3,0.01
1062325,3,0.01
714844,3,0.01
492334,3,0.01
951735,3,0.01
487353,3,0.01
714820,3,0.01
502960,3,0.01
886032,3,0.01
492326,3,0.01
714860,3,0.01
535309,3,0.01
1062290,3,0.01
492342,3,0.01
714836,3,0.01
535358,3,0.01
885962,3,0.01
502977,3,0.01
714876,3,0.01
548534,3,0.01
955352,3,0.01
535317,3,0.01
714852,3,0.01
555901,3,0.01
886080,3,0.01
535374,3,0.01
714892,3,0.01
576012,3,0.01
1273877,3,0.01
555881,3,0.01
714868,3,0.01
576028,3,0.01
886008,3,0.01
571684,3,0.01
714908,3,0.01
576044,3,0.01
955328,3,0.01
576020,3,0.01
714884,3,0.01
597945,3,0.01
886128,3,0.01
576036,3,0.01
776006,3,0.01
597961,3,0.01
971775,3,0.01
576052,3,0.01
714900,3,0.01
597977,3,0.01
886056,3,0.01
597953,3,0.01
776103,3,0.01
597993,3,0.01
955368,3,0.01
597969,3,0.01
715411,3,0.01
598009,3,0.01
887396,3,0.01
597985,3,0.01
776200,3,0.01
598025,3,0.01
1062258,3,0.01
598001,3,0.01
776056,3,0.01
598043,3,0.01
886104,3,0.01
598017,3,0.01
776314,3,0.01
606893,3,0.01
955344,3,0.01
598033,3,0.01
776151,3,0.01
616130,3,0.01
887412,3,0.01
603587,3,0.01
776422,3,0.01
616162,3,0.01
980697,3,0.01
606901,3,0.01
776256,3,0.01
616194,3,0.01
886152,3,0.01
616146,3,0.01
776518,3,0.01
616226,3,0.01
963993,3,0.01
616178,3,0.01
776364,3,0.01
616258,3,0.01
887428,3,0.01
616210,3,0.01
776757,3,0.01
616290,3,0.01
1059707,3,0.01
616242,3,0.01
776474,3,0.01
616322,3,0.01
887404,3,0.01
616274,3,0.01
776923,3,0.01
616354,3,0.01
955360,3,0.01
616306,3,0.01
776694,3,0.01
616386,3,0.01
887444,3,0.01
616338,3,0.01
792955,3,0.01
616418,3,0.01
971791,3,0.01
616370,3,0.01
776852,3,0.01
616473,3,0.01
887420,3,0.01
616402,3,0.01
792971,3,0.01
616505,3,0.01
964009,3,0.01
616443,3,0.01
786588,3,0.01
616537,3,0.01
887460,3,0.01
616489,3,0.01
792987,3,0.01
616569,3,0.01
616521,3,0.01
792963,3,0.01
616601,3,0.01
887436,3,0.01
616553,3,0.01
793003,3,0.01
616633,3,0.01
955376,3,0.01
616585,3,0.01
792979,3,0.01
616665,3,0.01
887686,3,0.01
616617,3,0.01
793019,3,0.01
616697,3,0.01
988040,3,0.01
616649,3,0.01
792995,3,0.01
616729,3,0.01
887452,3,0.01
616681,3,0.01
793035,3,0.01
616761,3,0.01
965040,3,0.01
616713,3,0.01
793011,3,0.01
616793,3,0.01
887702,3,0.01
616745,3,0.01
793051,3,0.01
616825,3,0.01
1062266,3,0.01
616777,3,0.01
793027,3,0.01
616857,3,0.01
887678,3,0.01
616809,3,0.01
796353,3,0.01
616889,3,0.01
964001,3,0.01
616841,3,0.01
793043,3,0.01
616921,3,0.01
887718,3,0.01
616873,3,0.01
796369,3,0.01
616953,3,0.01
980689,3,0.01
616905,3,0.01
793059,3,0.01
616985,3,0.01
887694,3,0.01
616937,3,0.01
796385,3,0.01
617017,3,0.01
971738,3,0.01
616969,3,0.01
796361,3,0.01
625155,3,0.01
887734,3,0.01
617001,3,0.01
796401,3,0.01
625171,3,0.01
1062298,3,0.01
617033,3,0.01
796377,3,0.01
625187,3,0.01
887710,3,0.01
625163,3,0.01
796417,3,0.01
659348,3,0.01
964017,3,0.01
625179,3,0.01
796393,3,0.01
659380,3,0.01
887750,3,0.01
659332,3,0.01
796433,3,0.01
659412,3,0.01
1059699,3,0.01
659364,3,0.01
796409,3,0.01
659444,3,0.01
887726,3,0.01
659396,3,0.01
796449,3,0.01
659476,3,0.01
971754,3,0.01
659428,3,0.01
796425,3,0.01
659508,3,0.01
887766,3,0.01
659460,3,0.01
796465,3,0.01
659540,3,0.01
1062242,3,0.01
659492,3,0.01
796441,3,0.01
659572,3,0.01
887742,3,0.01
659524,3,0.01
822059,3,0.01
659604,3,0.01
965048,3,0.01
659556,3,0.01
796457,3,0.01
659640,3,0.01
887782,3,0.01
659588,3,0.01
830402,3,0.01
659673,3,0.01
988032,3,0.01
659620,3,0.01
822051,3,0.01
659705,3,0.01
887758,3,0.01
659657,3,0.01
830418,3,0.01
659737,3,0.01
971770,3,0.01
659689,3,0.01
825453,3,0.01
659769,3,0.01
887798,3,0.01
659721,3,0.01
830434,3,0.01
659801,3,0.01
1062314,3,0.01
659753,3,0.01
830410,3,0.01
659833,3,0.01
887774,3,0.01
659785,3,0.01
830450,3,0.01
659865,3,0.01
971746,3,0.01
659817,3,0.01
830426,3,0.01
659897,3,0.01
923604,3,0.01
659849,3,0.01
830621,3,0.01
659929,3,0.01
1062234,3,0.01
1273876,3,0.01
1062308,3,0.01
1273846,3,0.01
830633,3,0.01
1273798,3,0.01
659985,3,0.01
1273750,3,0.01
923616,3,0.01
1273702,3,0.01
660017,3,0.01
1273654,3,0.01
830649,3,0.01
1262058,3,0.01
660049,3,0.01
1247546,3,0.01
1062238,3,0.01
1247530,3,0.01
660081,3,0.01
1236142,3,0.01
830665,3,0.01
1216171,3,0.01
660113,3,0.01
660121,3,0.01
971762,3,0.01
1171009,3,0.01
660145,3,0.01
1170993,3,0.01
852528,3,0.01
1170977,3,0.01
660177,3,0.01
1170961,3,0.01
971798,3,0.01
1170945,3,0.01
660209,3,0.01
1168678,3,0.01
879213,3,0.01
1168577,3,0.01
714792,3,0.01
1163394,3,0.01
955332,3,0.01
1146017,3,0.01
714808,3,0.01
1062353,3,0.01
885972,3,0.01
1062337,3,0.01
714824,3,0.01
1062329,3,0.01
1275129,3,0.01
487357,3,0.01
714840,3,0.01
492330,3,0.01
886020,3,0.01
502947,3,0.01
714856,3,0.01
535305,3,0.01
955348,3,0.01
535321,3,0.01
714872,3,0.01
548526,3,0.01
886068,3,0.01
555890,3,0.01
714888,3,0.01
576008,3,0.01
971783,3,0.01
576024,3,0.01
714904,3,0.01
576040,3,0.01
886116,3,0.01
597941,3,0.01
775509,3,0.01
597957,3,0.01
955364,3,0.01
597973,3,0.01
776080,3,0.01
597989,3,0.01
886164,3,0.01
598005,3,0.01
776174,3,0.01
598021,3,0.01
1062254,3,0.01
598039,3,0.01
776290,3,0.01
606386,3,0.01
887408,3,0.01
606905,3,0.01
776391,3,0.01
616154,3,0.01
955380,3,0.01
616186,3,0.01
776494,3,0.01
616218,3,0.01
887424,3,0.01
616250,3,0.01
776723,3,0.01
616282,3,0.01
980701,3,0.01
616314,3,0.01
776899,3,0.01
616346,3,0.01
887440,3,0.01
616378,3,0.01
792951,3,0.01
616410,3,0.01
964005,3,0.01
616462,3,0.01
792967,3,0.01
616497,3,0.01
887456,3,0.01
616529,3,0.01
792983,3,0.01
616561,3,0.01
616593,3,0.01
792999,3,0.01
616625,3,0.01
887682,3,0.01
616657,3,0.01
793015,3,0.01
616689,3,0.01
965036,3,0.01
616721,3,0.01
793031,3,0.01
616753,3,0.01
887698,3,0.01
616785,3,0.01
793047,3,0.01
616817,3,0.01
988044,3,0.01
616849,3,0.01
793063,3,0.01
616881,3,0.01
887714,3,0.01
616913,3,0.01
796365,3,0.01
616945,3,0.01
965052,3,0.01
616977,3,0.01
796381,3,0.01
617009,3,0.01
887730,3,0.01
617041,3,0.01
796397,3,0.01
625167,3,0.01
1062270,3,0.01
625183,3,0.01
796413,3,0.01
659340,3,0.01
887746,3,0.01
659372,3,0.01
796429,3,0.01
659404,3,0.01
971750,3,0.01
659436,3,0.01
796445,3,0.01
659468,3,0.01
887762,3,0.01
659500,3,0.01
796461,3,0.01
659532,3,0.01
1059703,3,0.01
659564,3,0.01
822055,3,0.01
659596,3,0.01
887778,3,0.01
659631,3,0.01
830398,3,0.01
659665,3,0.01
971766,3,0.01
659697,3,0.01
830414,3,0.01
659729,3,0.01
887794,3,0.01
659761,3,0.01
830430,3,0.01
659793,3,0.01
1062302,3,0.01
659825,3,0.01
830446,3,0.01
659857,3,0.01
911956,3,0.01
659889,3,0.01
830617,3,0.01
659921,3,0.01
971782,3,0.01
1273884,3,0.01
659905,3,0.01
1273822,3,0.01
830454,3,0.01
1273726,3,0.01
659969,3,0.01
1262066,3,0.01
971758,3,0.01
1247538,3,0.01
660033,3,0.01
1236129,3,0.01
830641,3,0.01
1216129,3,0.01
660097,3,0.01
1170985,3,0.01
923608,3,0.01
1170953,3,0.01
660161,3,0.01
1168630,3,0.01
852504,3,0.01
1146025,3,0.01
714784,3,0.01
1062345,3,0.01
1062293,3,0.01
1062321,3,0.01
714816,3,0.01
487365,3,0.01
885944,3,0.01
502969,3,0.01
714848,3,0.01
535366,3,0.01
955324,3,0.01
571680,3,0.01
714880,3,0.01
576032,3,0.01
886044,3,0.01
597949,3,0.01
715397,3,0.01
597981,3,0.01
971779,3,0.01
598013,3,0.01
776125,3,0.01
603583,3,0.01
886140,3,0.01
616138,3,0.01
776338,3,0.01
616202,3,0.01
955356,3,0.01
616266,3,0.01
776597,3,0.01
616330,3,0.01
887416,3,0.01
616394,3,0.01
786584,3,0.01
616481,3,0.01
616545,3,0.01
792975,3,0.01
616609,3,0.01
887448,3,0.01
616673,3,0.01
793007,3,0.01
616737,3,0.01
963997,3,0.01
616801,3,0.01
793039,3,0.01
616865,3,0.01
887690,3,0.01
616929,3,0.01
796357,3,0.01
616993,3,0.01
980693,3,0.01
625159,3,0.01
796389,3,0.01
659324,3,0.01
887722,3,0.01
659388,3,0.01
796421,3,0.01
659452,3,0.01
965044,3,0.01
659516,3,0.01
796453,3,0.01
659580,3,0.01
887754,3,0.01
659649,3,0.01
825445,3,0.01
659713,3,0.01
1062246,3,0.01
659777,3,0.01
830422,3,0.01
659841,3,0.01
887786,3,0.01
1273868,3,0.01
659937,3,0.01
1273678,3,0.01
887802,3,0.01
1247522,3,0.01
660065,3,0.01
1171001,3,0.01
830657,3,0.01
1168726,3,0.01
660193,3,0.01
1095253,3,0.01
1062292,3,0.01
447420,3,0.01
714832,3,0.01
535313,3,0.01
885996,3,0.01
576016,3,0.01
714896,3,0.01
597965,3,0.01
955340,3,0.01
598029,3,0.01
776229,3,0.01
616170,3,0.01
887400,3,0.01
616298,3,0.01
776803,3,0.01
616426,3,0.01
616577,3,0.01
792991,3,0.01
616705,3,0.01
887464,3,0.01
616833,3,0.01
793055,3,0.01
616961,3,0.01
964013,3,0.01
625175,3,0.01
796405,3,0.01
659420,3,0.01
887738,3,0.01
659548,3,0.01
822047,3,0.01
659681,3,0.01
988036,3,0.01
659809,3,0.01
830438,3,0.01
1273774,3,0.01
830625,3,0.01
1216155,3,0.01
660129,3,0.01
1163418,3,0.01
1062316,3,0.01
492338,3,0.01
714864,3,0.01
576048,3,0.01
886092,3,0.01
606897,3,0.01
776450,3,0.01
616362,3,0.01
616641,3,0.01
793023,3,0.01
616897,3,0.01
887706,3,0.01
659356,3,0.01
796437,3,0.01
659612,3,0.01
971742,3,0.01
659873,3,0.01
660001,3,0.01
1170969,3,0.01
1062274,3,0.01
555872,3,0.01
776029,3,0.01
616234,3,0.01
616769,3,0.01
796373,3,0.01
659484,3,0.01
887770,3,0.01
1247554,3,0.01
951728,3,0.01
597997,3,0.01
617025,3,0.01
830406,3,0.01
714800,3,0.01
659745,3,0.01
1275126,3,0.01
659875,3,0.01
1294628,3,0.01
659877,3,0.01
1294630,3,0.01
659879,3,0.01
1294632,3,0.01
659881,3,0.01
1294634,3,0.01
659883,3,0.01
1062305,3,0.01
659949,3,0.01
1062307,3,0.01
659951,3,0.01
1062309,3,0.01
659953,3,0.01
1273874,3,0.01
659955,3,0.01
1275131,3,0.01
659957,3,0.01
1275125,3,0.01
659959,3,0.01
Blockade of hERG observed at 100 and 1000 uM was statistically significant when compared to vehicle control,2,0.0
% Of Control,2,0.0
288639,1,0.0
% Of Inhibition Or Stimulation,1,0.0
287788,1,0.0
Note: corresponding IC50 reported as Active,1,0.0
tde,1,0.0
OUTCOME = IC50 was not calculated since inhibition did not reach 50% level,1,0.0
Thousand Times Weaker Potent Than Cisapride Observed,1,0.0
Low Risk Of Cardiac Issue Observed,1,0.0
Lack Of Cardiac Toxicity,1,0.0
439043,1,0.0
439044,1,0.0
439039,1,0.0
439038,1,0.0
438926,1,0.0
438925,1,0.0
438924,1,0.0
438923,1,0.0
438648,1,0.0
438647,1,0.0
432920,1,0.0
432919,1,0.0
431595,1,0.0
431594,1,0.0
431593,1,0.0
% Of Inhibition,1,0.0
439046,1,0.0
423453,1,0.0
423452,1,0.0
423451,1,0.0
423450,1,0.0
423449,1,0.0
423448,1,0.0
423447,1,0.0
423446,1,0.0
423445,1,0.0
423444,1,0.0
423443,1,0.0
423442,1,0.0
423441,1,0.0
439042,1,0.0
439041,1,0.0
439040,1,0.0
423437,1,0.0
423436,1,0.0
423435,1,0.0
423434,1,0.0
423433,1,0.0
423432,1,0.0
422713,1,0.0
422712,1,0.0
422711,1,0.0
