molregno,n_records,n_assays,n_docs,n_types,pref_name,inchikey
175106,1,1,1,1,EZETIMIBE,OLNTVTPDXPETLC-XPWALMASSA-N
171653,1,1,1,1,(S)-IFENPRODIL,UYNVMODNBIQBMV-HRAATJIYSA-N
170395,1,1,1,1,OXYBUTYNIN CHLORIDE,SWIJYDAEGSIQPZ-UHFFFAOYSA-N
170099,1,1,1,1,CIDOXEPIN,ODQWQRRAPPTVAG-BOPFTXTBSA-N
169962,1,1,1,1,SB-216763,JCSGFHVFHSKIJH-UHFFFAOYSA-N
169652,1,1,1,1,ACITRETIN,IHUNBGSDBOWDMA-AQFIFDHZSA-N
169321,1,1,1,1,TRIFLURIDINE,VSQQQLOSPVPRAZ-RRKCRQDMSA-N
166461,1,1,1,1,,FPDIERBPQFAFSI-UHFFFAOYSA-N
3186553,1,1,1,1,,ZVDNXHUSIKGTSF-UHFFFAOYSA-N
182546,1,1,1,1,PREDNISOLONE ACETATE,LRJOMUJRLNCICJ-JZYPGELDSA-N
181856,1,1,1,1,CHLOROLITHIUM,KWGKDLIKAYFUFQ-UHFFFAOYSA-M
180891,1,1,1,1,,MSOUIIHPMJCUNI-LJAQVGFWSA-N
180228,1,1,1,1,CEFAMANDOLE,OLVCFLKTBJRLHI-AXAPSJFSSA-N
178740,1,1,1,1,,UUSHFEVEROROSP-UHFFFAOYSA-N
176875,1,1,1,1,MELITRACEN,GWWLWDURRGNSRS-UHFFFAOYSA-N
163096,1,1,1,1,,OAOZPXOXMVMQBZ-NDEPHWFRSA-N
162444,1,1,1,1,LASOFOXIFENE,GXESHMAMLJKROZ-IAPPQJPRSA-N
160056,1,1,1,1,BETAINE,KWIUHFFTVRNATP-UHFFFAOYSA-O
158518,1,1,1,1,,JLGPMOJYECOCEP-UHFFFAOYSA-N
164680,1,1,1,1,IMIDAPRIL,KLZWOWYOHUKJIG-BPUTZDHNSA-N
164267,1,1,1,1,,GDPDFNXDSFOTHH-NDEPHWFRSA-N
163807,1,1,1,1,,WASCAVIAFHINFK-HKBQPEDESA-N
163800,1,1,1,1,,CDXIZXQBISVZMK-VWLOTQADSA-N
163742,1,1,1,1,,FPBHGUQIJSLDCS-IBGZPJMESA-N
163710,1,1,1,1,,QHAPPAYFFDEACJ-IBGZPJMESA-N
163709,1,1,1,1,,QOXHIVVSKPCMNZ-SFHVURJKSA-N
163626,1,1,1,1,,CRATWJDHVNOZDE-UHFFFAOYSA-N
163568,1,1,1,1,,NJRTXLQMEKTXLZ-VWLOTQADSA-N
163538,1,1,1,1,,DOPVMAHJUNWJJU-FQEVSTJZSA-N
163537,1,1,1,1,,FVDAOYOQPWBPHV-SFHVURJKSA-N
163522,1,1,1,1,,ZWDOEVOQPCCHJN-SFHVURJKSA-N
153147,1,1,1,1,XYLITOL,HEBKCHPVOIAQTA-SCDXWVJYSA-N
152835,1,1,1,1,,AUTMMRXGMHRYPS-JYMWAKCPSA-N
152391,1,1,1,1,,DQVARXSGNFBPMB-UHFFFAOYSA-N
158276,1,1,1,1,RALOXIFENE HYDROCHLORIDE,BKXVVCILCIUCLG-UHFFFAOYSA-N
157306,1,1,1,1,,KZHGPDSVHSDCMX-UHFFFAOYSA-N
157270,1,1,1,1,,ZYHNHJAMVNINSY-UHFFFAOYSA-N
157259,1,1,1,1,,PBRVVEXJMLEKMJ-UHFFFAOYSA-N
156551,1,1,1,1,,ZIWFCOIGUNPHPM-HKUYNNGSSA-N
156448,1,1,1,1,,INIUOCWMNJACSH-QFIPXVFZSA-N
156372,1,1,1,1,,JSCUNIPKMPNPFX-UHFFFAOYSA-N
154580,1,1,1,1,,YAWZIQKDHQIHOS-UHFFFAOYSA-N
163511,1,1,1,1,,SLYBJCUKCICSBD-NDEPHWFRSA-N
163453,1,1,1,1,,IZVROLMEXNRNHZ-HKBQPEDESA-N
163385,1,1,1,1,,XEWSILGLGYHPRI-NDEPHWFRSA-N
163327,1,1,1,1,,WMUCUAKPEIPDIK-FQEVSTJZSA-N
163288,1,1,1,1,,DXZIXKOCIQSMJW-FQEVSTJZSA-N
147956,1,1,1,1,DIBUCAINE,PUFQVTATUTYEAL-UHFFFAOYSA-N
147927,1,1,1,1,ACETOPHENAZINE,WNTYBHLDCKXEOT-UHFFFAOYSA-N
147863,1,1,1,1,,XJLGXHIRSHTRPQ-UHFFFAOYSA-N
147614,1,1,1,1,,FGGWIXJNLRDBPW-VZUCSPMQSA-N
151412,1,1,1,1,ADINAZOLAM,GJSLOMWRLALDCT-UHFFFAOYSA-N
151300,1,1,1,1,GLUTETHIMIDE,JMBQKKAJIKAWKF-UHFFFAOYSA-N
151273,1,1,1,1,SULTHIAME,HMHVCUVYZFYAJI-UHFFFAOYSA-N
151063,1,1,1,1,BIPERIDEN,YSXKPIUOCJLQIE-UHFFFAOYSA-N
150882,1,1,1,1,BUPIVACAINE,LEBVLXFERQHONN-UHFFFAOYSA-N
150722,1,1,1,1,ALCLOFENAC,ARHWPKZXBHOEEE-UHFFFAOYSA-N
150721,1,1,1,1,VALPROMIDE,OMOMUFTZPTXCHP-UHFFFAOYSA-N
150639,1,1,1,1,ADRAFINIL,CGNMLOKEMNBUAI-UHFFFAOYSA-N
150564,1,1,1,1,ACECAINIDE,KEECCEWTUVWFCV-UHFFFAOYSA-N
150549,1,1,1,1,AMLEXANOX,SGRYPYWGNKJSDL-UHFFFAOYSA-N
150452,1,1,1,1,ETHOTOIN,SZQIFWWUIBRPBZ-UHFFFAOYSA-N
153408,1,1,1,1,BUFEXAMAC,MXJWRABVEGLYDG-UHFFFAOYSA-N
141768,1,1,1,1,,UAKWLVYMKBWHMX-PTNGSMBKSA-N
141484,1,1,1,1,VIGABATRIN,PJDFLNIOAUIZSL-UHFFFAOYSA-N
140117,1,1,1,1,TIZANIDINE,XFYDIVBRZNQMJC-UHFFFAOYSA-N
139940,1,1,1,1,ESLICARBAZEPINE ACETATE,QIALRBLEEWJACW-INIZCTEOSA-N
139866,1,1,1,1,MORICIZINE,FUBVWMNBEHXPSU-UHFFFAOYSA-N
139434,1,1,1,1,FENFLURAMINE,DBGIVFWFUFKIQN-UHFFFAOYSA-N
139311,1,1,1,1,LOFEPRAMINE,SAPNXPWPAUFAJU-UHFFFAOYSA-N
139281,1,1,1,1,BUMETANIDE,MAEIEVLCKWDQJH-UHFFFAOYSA-N
139241,1,1,1,1,PROCYCLIDINE,WYDUSKDSKCASEF-UHFFFAOYSA-N
139237,1,1,1,1,MEPTAZINOL,JLICHNCFTLFZJN-UHFFFAOYSA-N
150423,1,1,1,1,ARTICAINE,QTGIAADRBBLJGA-UHFFFAOYSA-N
150389,1,1,1,1,TRIHEXYPHENIDYL HYDROCHLORIDE,QDWJJTJNXAKQKD-UHFFFAOYSA-N
150313,1,1,1,1,HYDROCORTISONE ACETATE,ALEXXDVDDISNDU-JZYPGELDSA-N
149982,1,1,1,1,,MDMWHKZANMNXTF-UHFFFAOYSA-N
148113,1,1,1,1,,PODMEVXUBZWAFS-CXUHLZMHSA-N
148000,1,1,1,1,,OMVGKAWQTXZISA-UUILKARUSA-N
127845,1,1,1,1,,ZAKOWWREFLAJOT-CEFNRUSXSA-N
136161,1,1,1,1,PREGABALIN,AYXYPKUFHZROOJ-ZETCQYMHSA-N
134784,1,1,1,1,,WMBWREPUVVBILR-UHFFFAOYSA-N
134695,1,1,1,1,CEPHALORIDINE,CZTQZXZIADLWOZ-CRAIPNDOSA-N
134571,1,1,1,1,PYRIDOXAL PHOSPHATE ANHYDROUS,NGVDGCNFYWLIFO-UHFFFAOYSA-N
134383,1,1,1,1,2-AMINOANTHRACENE,YCSBALJAGZKWFF-UHFFFAOYSA-N
134378,1,1,1,1,,IBOFVQJTBBUKMU-UHFFFAOYSA-N
132003,1,1,1,1,LATANOPROST,GGXICVAJURFBLW-CEYXHVGTSA-N
139046,1,1,1,1,ENCAINIDE,PJWPNDMDCLXCOM-UHFFFAOYSA-N
138873,1,1,1,1,,UAIYNMRLUHHRMF-AATRIKPKSA-N
138792,1,1,1,1,GABEXATE,YKGYIDJEEQRWQH-UHFFFAOYSA-N
138698,1,1,1,1,BEVANTOLOL,HXLAFSUPPDYFEO-UHFFFAOYSA-N
138594,1,1,1,1,RITODRINE,IOVGROKTTNBUGK-UHFFFAOYSA-N
138211,1,1,1,1,CHROMOCARB,RVMGXWBCQGAWBR-UHFFFAOYSA-N
138088,1,1,1,1,TRACAZOLATE,PCTRYMLLRKWXGF-UHFFFAOYSA-N
137495,1,1,1,1,PHENIBUT,DAFOCGYVTAOKAJ-UHFFFAOYSA-N
126902,1,1,1,1,,OUQYWOOMZNKZCC-UHFFFAOYSA-N
126861,1,1,1,1,,LLIPALBHLJKSHD-UHFFFAOYSA-N
126667,1,1,1,1,GLYCYCLAMIDE,RIGBPMDIGYBTBJ-UHFFFAOYSA-N
126496,1,1,1,1,,KPRXKFKHZVTBIT-UHFFFAOYSA-N
126356,1,1,1,1,DAPSONE,MQJKPEGWNLWLTK-UHFFFAOYSA-N
126275,1,1,1,1,,HHCUIUUICDIYLM-UHFFFAOYSA-N
124942,1,1,1,1,DIHYDROCAPSAICIN,XJQPQKLURWNAAH-UHFFFAOYSA-N
123977,1,1,1,1,GUANOXAN,HIUVKVDQFXDZHU-UHFFFAOYSA-N
123375,1,1,1,1,IBOPAMINE,WDKXLLJDNUBYCY-UHFFFAOYSA-N
131747,1,1,1,1,PHENOXATHIINE,GJSGGHOYGKMUPT-UHFFFAOYSA-N
129777,1,1,1,1,SACCHARIN,CVHZOJJKTDOEJC-UHFFFAOYSA-N
129399,1,1,1,1,MOZAVAPTAN,WRNXUQJJCIZICJ-UHFFFAOYSA-N
128556,1,1,1,1,,BUDOEDOHAZRHPB-UHFFFAOYSA-N
128123,1,1,1,1,,FHOUGFYGTBEGKS-UHFFFAOYSA-N
128116,1,1,1,1,,BYSKIWHDPMLGRE-UHFFFAOYSA-N
127941,1,1,1,1,RETINAL,NCYCYZXNIZJOKI-OVSJKPMPSA-N
116949,1,1,1,1,TELMISARTAN,RMMXLENWKUUMAY-UHFFFAOYSA-N
116487,1,1,1,1,INDOMETHACIN MORPHOLINYLAMIDE,BJSDNVVWJYDOLK-UHFFFAOYSA-N
116377,1,1,1,1,,LMXYVLFTZRPNRV-KMKOMSMNSA-N
116349,1,1,1,1,CANDESARTAN CILEXETIL,GHOSNRCGJFBJIB-UHFFFAOYSA-N
116326,1,1,1,1,7-CHLOROKYNURENIC ACID,UAWVRVFHMOSAPU-UHFFFAOYSA-N
114810,1,1,1,1,XYLOMETAZOLINE,HUCJFAOMUPXHDK-UHFFFAOYSA-N
123372,1,1,1,1,DOPEXAMINE,RYBJORHCUPVNMB-UHFFFAOYSA-N
122984,1,1,1,1,TYRPHOSTIN A9,MZOPWQKISXCCTP-UHFFFAOYSA-N
122901,1,1,1,1,MIGLUSTAT,UQRORFVVSGFNRO-UTINFBMNSA-N
122859,1,1,1,1,XAMOTEROL,DXPOSRCHIDYWHW-UHFFFAOYSA-N
122423,1,1,1,1,SIVELESTAT,BTGNGJJLZOIYID-UHFFFAOYSA-N
122252,1,1,1,1,ISTRADEFYLLINE,IQVRBWUUXZMOPW-PKNBQFBNSA-N
122170,1,1,1,1,TIAGABINE,PBJUNZJWGZTSKL-MRXNPFEDSA-N
121477,1,1,1,1,MEDETOMIDINE,CUHVIMMYOGQXCV-UHFFFAOYSA-N
121276,1,1,1,1,,NVGOUBIJVPSVSL-UHFFFAOYSA-N
127254,1,1,1,1,,BDXLTTUQHGMFEE-UHFFFAOYSA-N
106765,1,1,1,1,,FSIOPUXWPKHEJC-UHFFFAOYSA-N
105712,1,1,1,1,,KQWVAUSXZDRQPZ-OREGWCPLSA-N
105568,1,1,1,1,PIPERAQUINE,UCRHFBCYFMIWHC-UHFFFAOYSA-N
104846,1,1,1,1,CEFPIROME,DKOQGJHPHLTOJR-WHRDSVKCSA-N
114506,1,1,1,1,MOXALACTAM,JWCSIUVGFCSJCK-CAVRMKNVSA-N
114406,1,1,1,1,VILOXAZINE,YWPHCCPCQOJSGZ-UHFFFAOYSA-N
114108,1,1,1,1,CETYLPYRIDINIUM,NEUSVAOJNUQRTM-UHFFFAOYSA-N
112222,1,1,1,1,,KDFQABSFVYLGPM-JOCHJYFZSA-N
112175,1,1,1,1,MEQUITAZINE,HOKDBMAJZXIPGC-UHFFFAOYSA-N
111798,1,1,1,1,SERATRODAST,ZBVKEHDGYSLCCC-UHFFFAOYSA-N
111498,1,1,1,1,DOXYLAMINE,HCFDWZZGGLSKEP-UHFFFAOYSA-N
111390,1,1,1,1,CLOBAZAM,CXOXHMZGEKVPMT-UHFFFAOYSA-N
119498,1,1,1,1,BEXAROTENE,NAVMQTYZDKMPEU-UHFFFAOYSA-N
118669,1,1,1,1,MELARSOPROL,JCYZMTMYPZHVBF-UHFFFAOYSA-N
117385,1,1,1,1,TERGURIDE,JOAHPSVPXZTVEP-YXJHDRRASA-N
117108,1,1,1,1,DIENESTROL,NFDFQCUYFHCNBW-SCGPFSFSSA-N
103366,1,1,1,1,,VUWXAQFLTSBUDB-UHFFFAOYSA-N
102505,1,1,1,1,,MRBKMMZUVLPGTA-UHFFFAOYSA-N
102497,1,1,1,1,,KZVXQEUKNSZRGW-UHFFFAOYSA-N
102462,1,1,1,1,,KVTYWLATLSZWKO-UHFFFAOYSA-N
102423,1,1,1,1,,VRLHOPLBQZRORF-UHFFFAOYSA-N
102394,1,1,1,1,,FCSAXAFSJHHBEE-UHFFFAOYSA-N
102393,1,1,1,1,,QXVTTYRBOJXPRC-UHFFFAOYSA-N
102392,1,1,1,1,,HWTRVTWTEQIXOY-UHFFFAOYSA-N
102298,1,1,1,1,,RJZREMJRJAYQCL-UHFFFAOYSA-N
102297,1,1,1,1,,MCPJEMSOWLNCCI-UHFFFAOYSA-N
3216391,1,1,1,1,,ABFKLHVMHUGOBS-GTNSWQLSSA-N
110859,1,1,1,1,,RRRMTTFOHGYQIH-UHFFFAOYSA-N
110435,1,1,1,1,IBANDRONIC ACID,MPBVHIBUJCELCL-UHFFFAOYSA-N
110049,1,1,1,1,,MHCVYAFXPIMYRD-UHFFFAOYSA-N
109807,1,1,1,1,CEFOXITIN,WZOZEZRFJCJXNZ-ZBFHGGJFSA-N
107585,1,1,1,1,SPHINGOSINE,WWUZIQQURGPMPG-KRWOKUGFSA-N
101737,1,1,1,1,,VMDNPCGEYKIKIT-UHFFFAOYSA-N
101736,1,1,1,1,,ODCZSTMLJZVPMX-UHFFFAOYSA-N
101730,1,1,1,1,,BDKOCMNWFUTONP-UHFFFAOYSA-N
101728,1,1,1,1,,RCOPFJSNIYGOMZ-UHFFFAOYSA-N
101726,1,1,1,1,,WHMKZOBPYPISHR-UHFFFAOYSA-N
101694,1,1,1,1,,MSRIHXQVLZLNCJ-UHFFFAOYSA-N
101640,1,1,1,1,,NPFKLNZJQFUMPY-UHFFFAOYSA-N
101637,1,1,1,1,,DRLVREDBNDTEKI-UHFFFAOYSA-N
101617,1,1,1,1,,YOUFPIVQKJMXMT-UHFFFAOYSA-N
101580,1,1,1,1,,MXFGPUMERBZSLF-UHFFFAOYSA-N
101576,1,1,1,1,,LVCCXJOSNNQODU-UHFFFAOYSA-N
101545,1,1,1,1,,ZWNYMQUDJJSSIS-UHFFFAOYSA-N
101251,1,1,1,1,,WEZCXOSTNFUHCF-UHFFFAOYSA-N
100926,1,1,1,1,MEPINDOLOL,NXWGWUVGUSFQJC-UHFFFAOYSA-N
104250,1,1,1,1,PHENOLPHTHALEIN,KJFMBFZCATUALV-UHFFFAOYSA-N
103542,1,1,1,1,CLOTHIAPINE,KAAZGXDPUNNEFN-UHFFFAOYSA-N
95929,1,1,1,1,FLURAZEPAM,SAADBVWGJQAEFS-UHFFFAOYSA-N
95909,1,1,1,1,TEMAZEPAM,SEQDDYPDSLOBDC-UHFFFAOYSA-N
95707,1,1,1,1,TPCK,MQUQNUAYKLCRME-INIZCTEOSA-N
94790,1,1,1,1,CARBAMOYLCHOLINE,VPJXQGSRWJZDOB-UHFFFAOYSA-O
94091,1,1,1,1,PHENYLPROPANOLAMINE,DLNKOYKMWOXYQA-UHFFFAOYSA-N
93617,1,1,1,1,BOSENTAN,GJPICJJJRGTNOD-UHFFFAOYSA-N
100867,1,1,1,1,,YEWGIGCYIAMFMA-UHFFFAOYSA-N
100738,1,1,1,1,BUNITROLOL,VCVQSRCYSKKPBA-UHFFFAOYSA-N
100696,1,1,1,1,NALMEFENE,WJBLNOPPDWQMCH-MBPVOVBZSA-N
100485,1,1,1,1,IBUPROXAM,BYPIURIATSUHDW-UHFFFAOYSA-N
100310,1,1,1,1,FENOFIBRIC ACID,MQOBSOSZFYZQOK-UHFFFAOYSA-N
99389,1,1,1,1,MEPROBAMATE,NPPQSCRMBWNHMW-UHFFFAOYSA-N
99320,1,1,1,1,METHACHOLINE,NZWOPGCLSHLLPA-UHFFFAOYSA-N
99284,1,1,1,1,HYDROCORTISONE HEMISUCCINATE ANHYDROUS,VWQWXZAWFPZJDA-CGVGKPPMSA-N
97737,1,1,1,1,,KPYPLDPMBWPEBO-BTJKTKAUSA-N
102036,1,1,1,1,,YHXZONLQFOMVSY-UHFFFAOYSA-N
88248,1,1,1,1,PROFLAVINE,WDVSHHCDHLJJJR-UHFFFAOYSA-N
93117,1,1,1,1,SUPROFEN,MDKGKXOCJGEUJW-UHFFFAOYSA-N
93015,1,1,1,1,SPIROXATRINE,JVGBTTIJPBFLTE-UHFFFAOYSA-N
92458,1,1,1,1,CYCLOTHIAZIDE,BOCUKUHCLICSIY-UHFFFAOYSA-N
92101,1,1,1,1,,KFQMAIZBNWWGPO-UHFFFAOYSA-N
91918,1,1,1,1,,AZSCGFLVNBRMKE-UHFFFAOYSA-N
91728,1,1,1,1,,JBRPUKJNMGIQRP-UHFFFAOYSA-N
91664,1,1,1,1,,NCDCQNWXYJMYAZ-UHFFFAOYSA-N
91649,1,1,1,1,,YFEPUDFZMYDTMF-UHFFFAOYSA-N
91639,1,1,1,1,,UALHUWYCEAVLAG-UHFFFAOYSA-N
90866,1,1,1,1,,LLBLNMUONVVVPG-UHFFFAOYSA-N
90815,1,1,1,1,THREONINE,AYFVYJQAPQTCCC-GBXIJSLDSA-N
96159,1,1,1,1,(+)-PENTAZOCINE,VOKSWYLNZZRQPF-CCKFTAQKSA-N
96107,1,1,1,1,TERIFLUNOMIDE,UTNUDOFZCWSZMS-YFHOEESVSA-N
96054,1,1,1,1,,OYHLRJGDELITAF-INIZCTEOSA-N
95970,1,1,1,1,HALAZEPAM,WYCLKVQLVUQKNZ-UHFFFAOYSA-N
83245,1,1,1,1,ALPIDEM,JRTIDHTUMYMPRU-UHFFFAOYSA-N
82721,1,1,1,1,TIROFIBAN,COKMIXFXJJXBQG-NRFANRHFSA-N
88088,1,1,1,1,,GSQOBTOAOGXIFL-LFIBNONCSA-N
87384,1,1,1,1,,ZZQHNBGRWRQWFI-XNTDXEJSSA-N
87221,1,1,1,1,,TUCIOBMMDDOEMM-RIYZIHGNSA-N
85913,1,1,1,1,,YJKSRWNNPFNRAH-UHFFFAOYSA-N
85612,1,1,1,1,ALBACONAZOLE,UHIXWHUVLCAJQL-MPBGBICISA-N
84680,1,1,1,1,ORNITHINE,AHLPHDHHMVZTML-BYPYZUCNSA-N
84637,1,1,1,1,PROLINE,ONIBWKKTOPOVIA-BYPYZUCNSA-N
84624,1,1,1,1,CEFDINIR,RTXOFQZKPXMALH-GHXIOONMSA-N
84575,1,1,1,1,RAVUCONAZOLE,OPAHEYNNJWPQPX-RCDICMHDSA-N
84516,1,1,1,1,PHENYLALANINE,COLNVLDHVKWLRT-QMMMGPOBSA-N
90635,1,1,1,1,CHLOROQUINE PHOSPHATE,QKICWELGRMTQCR-UHFFFAOYSA-N
89672,1,1,1,1,AZATADINE,SEBMTIQKRHYNIT-UHFFFAOYSA-N
88815,1,1,1,1,PRAMIPEXOLE,FASDKYOPVNHBLU-ZETCQYMHSA-N
88540,1,1,1,1,,ZYHYJLXHCQUEQV-UHFFFAOYSA-N
76538,1,1,1,1,LACTULOSE,JCQLYHFGKNRPGE-FCVZTGTOSA-N
75985,1,1,1,1,,ULGRQLVPRVAYJC-QPTNECHASA-N
75764,1,1,1,1,,RCPUBYXKXCXVPB-QPTNECHASA-N
80847,1,1,1,1,,XXPANQJNYNUNES-AWEZNQCLSA-N
80527,1,1,1,1,,YKYOQIXTECBVBB-AWEZNQCLSA-N
80351,1,1,1,1,ZUCLOPENTHIXOL,WFPIAZLQTJBIFN-DVZOWYKESA-N
80209,1,1,1,1,CHLORPROTHIXENE,WSPOMRSOLSGNFJ-AUWJEWJLSA-N
80081,1,1,1,1,,PHRCDWVPTULQMT-UHFFFAOYSA-N
79946,1,1,1,1,VELNACRINE,HLVVITIHAZBPKB-UHFFFAOYSA-N
79047,1,1,1,1,RIZATRIPTAN,ULFRLSNUDGIQQP-UHFFFAOYSA-N
78582,1,1,1,1,GALLOPAMIL,XQLWNAFCTODIRK-UHFFFAOYSA-N
78364,1,1,1,1,ISOXICAM,YYUAYBYLJSNDCX-UHFFFAOYSA-N
84507,1,1,1,1,COLFORSIN,OHCQJHSOBUTRHG-KGGHGJDLSA-N
84482,1,1,1,1,TYROSINE,OUYCCCASQSFEME-QMMMGPOBSA-N
83724,1,1,1,1,CEFTRIAXONE,VAAUVRVFOQPIGI-SPQHTLEESA-N
83515,1,1,1,1,ADEFOVIR DIPIVOXIL,WOZSCQDILHKSGG-UHFFFAOYSA-N
70239,1,1,1,1,NITROFURAZONE,IAIWVQXQOWNYOU-FPYGCLRLSA-N
69541,1,1,1,1,PHLORETIN,VGEREEWJJVICBM-UHFFFAOYSA-N
69277,1,1,1,1,OMACETAXINE MEPESUCCINATE,HYFHYPWGAURHIV-JFIAXGOJSA-N
69266,1,1,1,1,,FMETVQKSDIOGPX-UHFFFAOYSA-N
75752,1,1,1,1,RASAGILINE,RUOKEQAAGRXIBM-GFCCVEGCSA-N
75507,1,1,1,1,EBSELEN,DYEFUKCXAQOFHX-UHFFFAOYSA-N
75496,1,1,1,1,,PWYQZXIMGCRVMM-LSLXJTAPSA-N
75302,1,1,1,1,DABIGATRAN,YBSJFWOBGCMAKL-UHFFFAOYSA-N
75221,1,1,1,1,,QUXYPYOPGAKDPS-QGEZMCGCSA-N
75085,1,1,1,1,,LKUBJXGOOGUQGP-MDYYLFQXSA-N
74911,1,1,1,1,EMTRICITABINE,XQSPYNMVSIKCOC-NTSWFWBYSA-N
74669,1,1,1,1,MEGLUTOL,NPOAOTPXWNWTSH-UHFFFAOYSA-N
74324,1,1,1,1,,QJPPEMXOOWNICQ-UHFFFAOYSA-N
72303,1,1,1,1,,LZMRVYPPUVMKOI-UHFFFAOYSA-N
77850,1,1,1,1,,HENHQTJCDFNZOI-UHFFFAOYSA-N
77085,1,1,1,1,DICLOXACILLIN,YFAGHNZHGGCZAX-JKIFEVAISA-N
65539,1,1,1,1,TRIPROLIDINE,CBEQULMOCCWAQT-WOJGMQOQSA-N
65538,1,1,1,1,PIPAMPERONE,AXKPFOAXAHJUAG-UHFFFAOYSA-N
65494,1,1,1,1,ZALCITABINE,WREGKURFCTUGRC-POYBYMJQSA-N
65455,1,1,1,1,BENPERIDOL,FEBOTPHFXYHVPL-UHFFFAOYSA-N
65416,1,1,1,1,ENDRIN,DFBKLUNHFCTMDC-UHFFFAOYSA-N
68817,1,1,1,1,IOPANOIC ACID,OIRFJRBSRORBCM-UHFFFAOYSA-N
67774,1,1,1,1,KHELLIN,HSMPDPBYAYSOBC-UHFFFAOYSA-N
67247,1,1,1,1,,KNADXBVKFAUMCR-UHFFFAOYSA-N
67104,1,1,1,1,PHENANTHRENE,YNPNZTXNASCQKK-UHFFFAOYSA-N
66831,1,1,1,1,BERBERINE,YBHILYKTIRIUTE-UHFFFAOYSA-N
66687,1,1,1,1,ANTHRALIN,NUZWLKWWNNJHPT-UHFFFAOYSA-N
66273,1,1,1,1,CARBINOXAMINE,OJFSXZCBGQGRNV-UHFFFAOYSA-N
71741,1,1,1,1,CERULENIN,GVEZIHKRYBHEFX-NQQPLRFYSA-N
71363,1,1,1,1,,QDLHCMPXEPAAMD-ZGSWIPFCSA-N
71339,1,1,1,1,ROXATIDINE ACETATE,SMTZFNFIKUPEJC-UHFFFAOYSA-N
70795,1,1,1,1,RUFLOXACIN,NJCJBUHJQLFDSW-UHFFFAOYSA-N
58298,1,1,1,1,TRITON X,JYCQQPHGFMYQCF-UHFFFAOYSA-N
62615,1,1,1,1,CHLOROTHIAZIDE,JBMKAUGHUNFTOL-UHFFFAOYSA-N
62182,1,1,1,1,CARTEOLOL,LWAFSWPYPHEXKX-UHFFFAOYSA-N
61717,1,1,1,1,DIACEREIN,TYNLGDBUJLVSMA-UHFFFAOYSA-N
61181,1,1,1,1,TAMSULOSIN,DRHKJLXJIQTDTD-OAHLLOKOSA-N
65404,1,1,1,1,PIZOTYLINE,FIADGNVRKBPQEU-UHFFFAOYSA-N
64200,1,1,1,1,TRICLOSAN,XEFQLINVKFYRCS-UHFFFAOYSA-N
63445,1,1,1,1,OXAMNIQUINE,XCGYUJZMCCFSRP-UHFFFAOYSA-N
63252,1,1,1,1,CALCITRIOL,GMRQFYUYWCNGIN-NKMMMXOESA-N
63100,1,1,1,1,POMALIDOMIDE,UVSMNLNDYGZFPF-UHFFFAOYSA-N
66234,1,1,1,1,STEARIC ACID,QIQXTHQIDYTFRH-UHFFFAOYSA-N
66028,1,1,1,1,CARBARIL,CVXBEEMKQHEXEN-UHFFFAOYSA-N
66016,1,1,1,1,MEPHENYTOIN,GMHKMTDVRCWUDX-UHFFFAOYSA-N
65917,1,1,1,1,EDETIC ACID,KCXVZYZYPLLWCC-UHFFFAOYSA-N
65798,1,1,1,1,BIOTIN,YBJHBAHKTGYVGT-ZKWXMUAHSA-N
65648,1,1,1,1,BAZEDOXIFENE,UCJGJABZCDBEDK-UHFFFAOYSA-N
57636,1,1,1,1,BAFILOMYCIN A1,XDHNQDDQEHDUTM-JQWOJBOSSA-N
57551,1,1,1,1,,RINPELQWLUGERM-UHFFFAOYSA-N
57294,1,1,1,1,ACEPROMAZINE,NOSIYYJFMPDDSA-UHFFFAOYSA-N
56480,1,1,1,1,NIFURTIMOX,ARFHIAQFJWUCFH-IZZDOVSWSA-N
56432,1,1,1,1,OXACILLIN,UWYHMGVUTGAWSP-JKIFEVAISA-N
56090,1,1,1,1,BUFORMIN,XSEUMFJMFFMCIU-UHFFFAOYSA-N
55080,1,1,1,1,ETHYLENEDIAMINE,PIICEJLVQHRZGT-UHFFFAOYSA-N
61174,1,1,1,1,EMODIN,RHMXXJGYXNZAPX-UHFFFAOYSA-N
60422,1,1,1,1,RILMENIDINE,CQXADFVORZEARL-UHFFFAOYSA-N
60401,1,1,1,1,PAMIDRONIC ACID,WRUUGTRCQOWXEG-UHFFFAOYSA-N
60268,1,1,1,1,TIRATRICOL,UOWZUVNAGUAEQC-UHFFFAOYSA-N
60246,1,1,1,1,AMINOPYRINE,RMMXTBMQSGEXHJ-UHFFFAOYSA-N
59519,1,1,1,1,LOXAPINE,XJGVXQDUIWGIRW-UHFFFAOYSA-N
58841,1,1,1,1,EFLORNITHINE,VLCYCQAOQCDTCN-UHFFFAOYSA-N
58694,1,1,1,1,,XCLJRCAJSCMIND-JCTYMORFSA-N
58538,1,1,1,1,AMINACRINE,XJGFWWJLMVZSIG-UHFFFAOYSA-N
46591,1,1,1,1,DICHLOROPHEN,MDNWOSOZYLHTCG-UHFFFAOYSA-N
51003,1,1,1,1,PYRONARIDINE,DJUFPMUQJKWIJB-UHFFFAOYSA-N
50889,1,1,1,1,DIHYDRALAZINE,VQKLRVZQQYVIJW-UHFFFAOYSA-N
