molregno,n_records,n_assays,n_docs,n_types,pref_name,inchikey
587911,2,2,1,1,,SJRKOTAQYRWPTE-UHFFFAOYSA-N
586418,2,2,1,1,,RABBDXVGZMQIBS-UHFFFAOYSA-N
586440,2,2,1,1,,RORFOHSEPCFIEY-UHFFFAOYSA-N
586449,2,2,1,1,,IRYFDSQLAQPRJR-UHFFFAOYSA-N
586480,2,2,1,1,,UUOFLIYGLOGPNZ-UHFFFAOYSA-N
586657,2,2,1,1,,WTMDQRUYOZURPG-UHFFFAOYSA-N
586658,2,2,1,1,,WRZDLRLFAQCKBJ-UHFFFAOYSA-N
586698,2,2,1,1,,BFLBDFBTHQVGNL-UHFFFAOYSA-N
586699,2,2,1,1,,OCRPJJVCTSPKOU-UHFFFAOYSA-N
588347,2,2,1,1,,CUIFAZGMBMAGJT-UHFFFAOYSA-N
588382,2,2,1,1,,NQJASZMLBMBHRG-UHFFFAOYSA-N
588435,2,2,1,1,,ANYCHFNVJOZGEJ-UHFFFAOYSA-N
588501,2,2,1,1,,DIEQMPSZRNQVTH-UHFFFAOYSA-N
588511,2,2,1,1,,VMGRDSCIXPOFON-UHFFFAOYSA-N
588532,2,2,1,1,,CICSCGMRUIMBNF-UHFFFAOYSA-N
588533,2,2,1,1,,XZBVMYTVRGGDKI-UHFFFAOYSA-N
588549,2,2,1,1,,UKHSRZJVKOZGAD-UHFFFAOYSA-N
588588,2,2,1,1,,GSOYKOOBWAVEGP-UHFFFAOYSA-N
587267,2,2,1,1,,MNGKSEZZXHVVJO-UHFFFAOYSA-N
587325,2,2,1,1,,XSOXWLLLSNOJGJ-UHFFFAOYSA-N
587343,2,2,1,1,,DBVHRKVRLJTZND-UHFFFAOYSA-N
587399,2,2,1,1,,QQKYJRSDJMOTSI-UHFFFAOYSA-N
587417,2,2,1,1,,YDVUTDAMJFFBOB-UHFFFAOYSA-N
587421,2,2,1,1,,DCYHFXPFOLJRAD-UHFFFAOYSA-N
587495,2,2,1,1,,WNUCKYJPYJTWOD-UHFFFAOYSA-N
588683,2,2,1,1,,AWTRJSJHAUPRTB-UHFFFAOYSA-N
588740,2,2,1,1,,RTQBJPVFCOCBHF-UHFFFAOYSA-N
588752,2,2,1,1,,WKMNOOGFBWXMIY-UHFFFAOYSA-N
588780,2,2,1,1,,REFKXIHTNUONND-UHFFFAOYSA-N
588836,2,2,1,1,,OOBLFXAIBBLOKO-UHFFFAOYSA-N
588914,2,2,1,1,,ZNHSYJHUWRWMHA-UHFFFAOYSA-N
588916,2,2,1,1,,SDVTVTGXNHVZLJ-UHFFFAOYSA-N
588923,2,2,1,1,METHYLROSANILINE,QFVDKARCPMTZCS-UHFFFAOYSA-N
588930,2,2,1,1,,NTHPIZPRBUBXHK-UHFFFAOYSA-N
587933,2,2,1,1,,MZVSIBXXRHWCLZ-UHFFFAOYSA-N
587983,2,2,1,1,,TZGKWYPKVUZODV-UHFFFAOYSA-N
588028,2,2,1,1,,MOQNWJSCPYWTQR-UHFFFAOYSA-N
588059,2,2,1,1,,QQNUVMRXVVLAAU-UHFFFAOYSA-N
588197,2,2,1,1,,WCDCWOPXWWVJBQ-UHFFFAOYSA-N
588301,2,2,1,1,,RHZLKBRFIAZMTN-UHFFFAOYSA-N
588341,2,2,1,1,,REEHNWBVMQMHCR-UHFFFAOYSA-N
589095,2,2,1,1,,RLHOTVBWJJMTKC-UHFFFAOYSA-N
589139,2,2,1,1,,SNXTZYJOMPIHKM-UHFFFAOYSA-N
589152,2,2,1,1,,AGNPAMOKUJCURB-UHFFFAOYSA-N
589158,2,2,1,1,,BKZKADMBAHDGRH-UHFFFAOYSA-N
589186,2,2,1,1,,YZKUUDPGZLZUQT-UHFFFAOYSA-N
589317,2,2,1,1,,LGNTZQIHXXXLLH-UHFFFAOYSA-N
589347,2,2,1,1,,LPLSLEOFBMPIFG-UHFFFAOYSA-N
589349,2,2,1,1,,WVQDCAUNYTWULI-UHFFFAOYSA-N
589372,2,2,1,1,,LMSHBISGTIUFDO-UHFFFAOYSA-N
589382,2,2,1,1,,DYRXAXDGAQMJDP-UHFFFAOYSA-N
588601,2,2,1,1,,ZGMMVVYGDFQTBB-UHFFFAOYSA-N
588603,2,2,1,1,,HWMLVDDPYXCXLQ-UHFFFAOYSA-N
588606,2,2,1,1,,LDGHXXCRHWODHH-UHFFFAOYSA-N
588616,2,2,1,1,,JVJPNYGWKLOKTR-UHFFFAOYSA-N
588649,2,2,1,1,,QTAGZWRQMULFSI-UHFFFAOYSA-N
588650,2,2,1,1,,WLBJJWICAOVTHR-UHFFFAOYSA-N
589452,2,2,1,1,,CCLAOBVTVUUPGH-FMIVXFBMSA-N
589455,2,2,1,1,,PQEMVWNERIBJJT-UHFFFAOYSA-N
589480,2,2,1,1,,RRQWNGSEMNJXDW-UHFFFAOYSA-N
589500,2,2,1,1,,YRWIYJODTMGUFQ-UHFFFAOYSA-N
589506,2,2,1,1,,IFUQBAKVTWMUSZ-UHFFFAOYSA-N
589510,2,2,1,1,,YOPKSOBTIYZVAH-UHFFFAOYSA-N
589520,2,2,1,1,,OGXCZPHWSGKJGK-UHFFFAOYSA-N
589549,2,2,1,1,,OAAGWQPTMMCQCB-UHFFFAOYSA-N
589582,2,2,1,1,,GDDCYANZONIPGV-UHFFFAOYSA-N
589596,2,2,1,1,,ISAYOUXPIUZHEB-UHFFFAOYSA-N
588932,2,2,1,1,,SZQXHLKSXDMJKW-UHFFFAOYSA-N
588970,2,2,1,1,,XHOIKBBJEDKHDQ-UHFFFAOYSA-N
589005,2,2,1,1,,LHVBSLSWEHZJFL-UHFFFAOYSA-N
589016,2,2,1,1,,AIGURZIJMUKKHV-UHFFFAOYSA-N
589021,2,2,1,1,,DRTXUXSSVIINLL-UHFFFAOYSA-N
589063,2,2,1,1,,CPIYNGWBBRUNGH-UHFFFAOYSA-N
589666,2,2,1,1,,LFLQZYHNBHYRKF-UHFFFAOYSA-N
589697,2,2,1,1,,RNVMJWXSJBTWTP-UHFFFAOYSA-N
589728,2,2,1,1,,CFMMNUXJBVYHKT-UHFFFAOYSA-N
589770,2,2,1,1,,MCPYFZZYCDSJLZ-UHFFFAOYSA-N
589776,2,2,1,1,,LEJZVWKPAYYUCZ-UHFFFAOYSA-N
589777,2,2,1,1,,OWEYKIWAZBBXJK-UHFFFAOYSA-N
589826,2,2,1,1,,DWIRVJIYXZLKBW-UHFFFAOYSA-N
589844,2,2,1,1,,DFAPSRVPHLAGPM-UHFFFAOYSA-N
589857,2,2,1,1,,PDSVCVIYQCAHPK-UHFFFAOYSA-N
589865,2,2,1,1,,KHVHAQIJCRZTCR-UHFFFAOYSA-N
589885,2,2,1,1,,IENYQAIEIIEHTE-UHFFFAOYSA-N
589393,2,2,1,1,,SSIMQXGQNYOUGF-UHFFFAOYSA-N
589414,2,2,1,1,,ZTVOCRZCGDOIQC-UHFFFAOYSA-N
589425,2,2,1,1,,PXYOGWFHUSGTGE-UHFFFAOYSA-N
589429,2,2,1,1,,PYYQRZYUJWWEQF-UHFFFAOYSA-N
589443,2,2,1,1,,WYEUQKAJSMQNMO-UHFFFAOYSA-N
589951,2,2,1,1,,UZLRNDHSQJVNMP-UHFFFAOYSA-N
589956,2,2,1,1,,DLOKIPLRZLLUNJ-UHFFFAOYSA-N
589970,2,2,1,1,,UIWHEXAVANZGHK-UHFFFAOYSA-N
590009,2,2,1,1,,UDBUKNAECQQGSK-UHFFFAOYSA-N
590038,2,2,1,1,,KDEBGIMNCASXLM-UHFFFAOYSA-N
119300,2,1,1,2,PIROMIDIC ACID,RCIMBBZXSXFZBV-UHFFFAOYSA-N
113247,2,1,1,2,GOLD SODIUM THIOMALATE,
590044,2,2,1,1,,JVFMMAIMHHHKEZ-UHFFFAOYSA-N
590071,2,2,1,1,,GDEYSCBSQAECPV-UHFFFAOYSA-N
590097,2,2,1,1,,CFQPOWRJAPPJEW-UHFFFAOYSA-N
590099,2,2,1,1,,UANYQOUDIMIUKC-UHFFFAOYSA-N
590119,2,2,1,1,,DTIIIBSMXCOVDS-UHFFFAOYSA-N
589603,2,2,1,1,,LKBBAJFXXZYVQV-UHFFFAOYSA-N
589617,2,2,1,1,,ZJARZYJNVSBADE-UHFFFAOYSA-N
589620,2,2,1,1,,DRCASHPXYKKBNO-UHFFFAOYSA-N
589665,2,2,1,1,,PMDDQXCWDHUJJW-UHFFFAOYSA-N
674607,2,1,1,2,NATAMYCIN,NCXMLFZGDNKEPB-FFPOYIOWSA-N
226851,2,1,1,2,SODIUM NITROPRUSSIDE,
227437,2,2,2,2,TOLVAPTAN,GYHCTFXIZSNGJT-UHFFFAOYSA-N
209830,2,2,1,1,,QHYRELLXJDJBHO-UHFFFAOYSA-N
214408,2,2,2,2,BUDIPINE,QIHLUZAFSSMXHQ-UHFFFAOYSA-N
122795,2,1,1,2,TYRPHOSTIN 23,VTJXFTPMFYAJJU-UHFFFAOYSA-N
674630,2,1,1,2,ZINC CHLORIDE,JIAARYAFYJHUJI-UHFFFAOYSA-L
592554,2,2,1,2,,CMPFTOKTVXYPFY-KRWDZBQOSA-N
592658,2,2,1,2,,PKGHVSXASWDEEF-UHFFFAOYSA-N
593738,2,2,1,2,,UKFWQYIIRNXCEQ-MDZDMXLPSA-N
589886,2,2,1,1,,HUNTUYGOSLDWGM-UHFFFAOYSA-N
589892,2,2,1,1,,OMULIADPFGXXQF-UHFFFAOYSA-N
589894,2,2,1,1,,OAMVIBKEICGPKK-UHFFFAOYSA-N
589909,2,2,1,1,,VNMWKWVDDVPSBF-UHFFFAOYSA-N
589929,2,2,1,1,,UTQRIOBWBSBXPN-UHFFFAOYSA-N
589932,2,2,1,1,,CPJKJYRQDTXRIM-UHFFFAOYSA-N
596544,2,2,1,2,,IBZJKEOJOGAMGJ-COPLHBTASA-N
596847,2,2,2,1,,XQPFDQVEBGYLHB-UHFFFAOYSA-N
650126,2,2,2,2,AFATINIB,ULXXDDBFHOBEHA-CWDCEQMOSA-N
651088,2,2,2,2,RUCAPARIB,HMABYWSNWIZPAG-UHFFFAOYSA-N
671175,2,2,1,1,,GBLYBAYNQGZGCK-KBARZSOFSA-N
674342,2,1,1,2,TROMETHAMINE,LENZDBCJOHFCAS-UHFFFAOYSA-N
674382,2,1,1,2,GADOPENTETATE DIMEGLUMINE,
594040,2,2,1,2,,QQKFLUBSTABOJV-UHFFFAOYSA-N
594162,2,2,1,2,,QPFWHHDALKWIKE-UHFFFAOYSA-N
594163,2,2,1,2,,ZODXHEFTTJWNPK-UHFFFAOYSA-N
594174,2,2,1,2,,DYDYWAUIPSJJSN-NSCUHMNNSA-N
674479,2,1,1,2,CHROMIC CHLORIDE,
674509,2,1,1,2,BACITRACIN,CLKOFPXJLQSYAH-ABRJDSQDSA-N
674510,2,1,1,2,LACTIC ACID,JVTAAEKCZFNVCJ-UHFFFAOYSA-N
674574,2,1,1,2,ETHYLESTRENOL,AOXRBFRFYPMWLR-XGXHKTLJSA-N
674580,2,1,1,2,VECURONIUM BROMIDE,VEPSYABRBFXYIB-PWXDFCLTSA-M
648158,2,2,1,1,,IWCSEHMFNIZJCP-DODOAAEWSA-N
648159,2,2,1,1,,VGNMJBYWTAMAEL-UVMMSNCQSA-N
648160,2,2,1,1,,YKGFOWRDVUVJPN-UVMMSNCQSA-N
648161,2,2,1,1,,KNRRJCZEGGOTPL-UVMMSNCQSA-N
205648,2,2,1,1,,VJGUBCUGFXDMEX-UHFFFAOYSA-N
207458,2,2,1,1,,HXQRIHGYIOARQJ-UHFFFAOYSA-N
195134,2,2,1,2,,IVKQYQMLUAZKPB-UHFFFAOYSA-N
195653,2,2,1,2,,UMILXTHDUASSHT-UHFFFAOYSA-N
195678,2,2,1,2,,IFNGRZXJQFDVBD-UHFFFAOYSA-N
196351,2,1,1,2,ERGONOVINE,WVVSZNPYNCNODU-XTQGRXLLSA-N
198372,2,2,2,2,,ROGUAPYLUCHQGK-UHFFFAOYSA-N
198677,2,1,1,2,CYCLOHEXIMIDE,YPHMISFOHDHNIV-FSZOTQKASA-N
648208,2,2,1,1,,YTYMQDWICNCGED-DODOAAEWSA-N
648209,2,2,1,1,,YJKZSHWCMHPIQM-UVMMSNCQSA-N
648210,2,2,1,1,,XPFKJEFRGMJTEE-DODOAAEWSA-N
648211,2,2,1,1,,NIDOQXBRHDVNAR-QGRQJHSQSA-N
648079,2,2,1,1,,XHXHVPDACROHEJ-UVMMSNCQSA-N
648080,2,2,1,1,,UPOJYFSHIYMTEC-DODOAAEWSA-N
648081,2,2,1,1,,FVLUABNJOZKWTR-CMVGPNDKSA-N
648082,2,2,1,1,,ZLICCGHJXNURPA-UVMMSNCQSA-N
648083,2,2,1,1,,MHKFDBACUXPWSY-UVMMSNCQSA-N
648085,2,2,1,1,,QODQWZFMABGTFZ-ZQAZVOLISA-N
598663,2,2,2,1,,LVAOEBJMYZUGDP-UHFFFAOYSA-N
598718,2,2,2,1,,HATHVQLHSBBXIA-UHFFFAOYSA-N
648086,2,2,1,1,,IFBNGEQGWKVIJV-UVMMSNCQSA-N
648087,2,2,1,1,,BFDKKSSXNZRHDX-UVMMSNCQSA-N
648088,2,2,1,1,,HRWCVSZBRYRXRI-UVMMSNCQSA-N
648089,2,2,1,1,,IMPVMIVUIIFSCA-ZQAZVOLISA-N
648090,2,2,1,1,,WNYFMQQMIAAIOF-UVMMSNCQSA-N
648093,2,2,1,1,,ZQKWOOVRQATPOI-DODOAAEWSA-N
648094,2,2,1,1,,IUOKEVGFIRCTJQ-QGRQJHSQSA-N
648157,2,2,1,1,,JLQHXHOVRNSYGX-ZQAZVOLISA-N
599903,2,2,2,1,,NXGMFIRHQMZBHJ-UHFFFAOYSA-N
600358,2,2,1,2,,VAVBDQVWHLBYKB-QDMKHBRRSA-N
600359,2,2,1,2,,KBRWHYVGRXRJIC-MUJYYYPQSA-N
600360,2,2,1,2,,CLMVMIDTRWHVDW-REPLKXPHSA-N
600424,2,2,1,2,,UTNWHVZSHUCJTA-REPLKXPHSA-N
126486,2,1,1,1,,OBXLXUGOZZWQOW-UHFFFAOYSA-N
126867,2,1,1,1,,MVPXMHNFAQUXRM-UHFFFAOYSA-N
126905,2,1,1,1,,CIFGPLIJBYKXOG-UHFFFAOYSA-N
127063,2,1,1,1,,UEBNHTSMTQUOQB-UHFFFAOYSA-N
120814,2,2,2,1,,RIKBHTBZXBFBQC-HDJSIYSDSA-N
121482,2,2,2,1,,VKIXPTPAIVWSBW-JOCQHMNTSA-N
600425,2,2,1,2,,PAJUEHORDWKTSQ-ACDBMABISA-N
600426,2,2,1,2,,CRMAUZQHGCAUDQ-ACDBMABISA-N
644493,2,2,1,2,,WSSRAGJKXMFYQO-VQHVLOKHSA-N
648074,2,2,1,1,NIFEVIROC,JNSKQYZFEVKYDB-UVMMSNCQSA-N
648078,2,2,1,1,,MKNLUHGSMDKPJF-ZQAZVOLISA-N
632622,2,2,2,2,,GPHSVVRXIKKAFP-MRXNPFEDSA-N
600427,2,2,1,2,,BPFSRDSVMKDEAX-BJWYYQGGSA-N
600498,2,2,1,2,,JQEUMGMNJYJROS-BJWYYQGGSA-N
600499,2,2,1,2,,QOTDZEUUPREESE-MUJYYYPQSA-N
600500,2,2,1,2,,BHCXDAMJQOPWKM-ACDBMABISA-N
600501,2,2,1,2,,MCVXWPPVTYUESA-BCDXTJNWSA-N
600579,2,2,1,2,,AZPCJFGZZMKYRM-BSUDQKQGSA-N
600580,2,2,1,2,,ZHIFBXYCMMXVQR-BCDXTJNWSA-N
600581,2,2,1,2,,KYCWFOMNQICMSP-XQLXZJNDSA-N
600582,2,2,1,2,,ARKYOPPYXOUDRK-REPLKXPHSA-N
600662,2,2,1,2,,VAVBDQVWHLBYKB-FICVDOATSA-N
600720,2,2,2,1,,XJNOJISWTROLSF-UHFFFAOYSA-N
601508,2,2,2,2,,YZFYPECRJZGSGJ-IZZNHLLZSA-N
633881,2,2,1,1,,XTDGJRSCQWMCPC-HIFRSBDPSA-N
633882,2,2,1,1,,IONAYMMNCUOZSW-KGLIPLIRSA-N
599751,2,2,2,1,,PKPRDSSAMMLSLJ-UHFFFAOYSA-N
632471,2,2,2,2,,VRYZIAQDGOAPGT-CQSZACIVSA-N
632472,2,2,2,2,,DTNZMCVNYXFSAS-OAHLLOKOSA-N
190074,2,1,1,2,,JZQKKSLKJUAGIC-NSHDSACASA-N
191172,2,2,2,2,PRUCALOPRIDE,ZPMNHBXQOOVQJL-UHFFFAOYSA-N
193229,2,1,1,2,SPIRADOLINE,NYKCGQQJNVPOLU-UHFFFAOYSA-N
193962,2,1,1,2,NEFLAMAPIMOD,VEPKQEUBKLEPRA-UHFFFAOYSA-N
182814,2,2,2,2,CLEBOPRIDE,BVPWJMCABCPUQY-UHFFFAOYSA-N
186191,2,1,1,2,,ADQZGIYHFQQPRB-UHFFFAOYSA-N
632525,2,2,2,2,,RXMDPWZLESOEDF-CQSZACIVSA-N
603466,2,2,1,2,Z160,VCPMZDWBEWTGNW-UHFFFAOYSA-N
632526,2,2,2,2,,MNBLFGKPLGBLBJ-CQSZACIVSA-N
632527,2,2,2,2,,CBYMJXSYCPSHQC-CQSZACIVSA-N
632618,2,2,2,2,,BZUOLQNPHMFGPW-CQSZACIVSA-N
632619,2,2,2,2,,RLDOROHJMZJOFY-CYBMUJFWSA-N
632620,2,2,2,2,,UHGSEJDZVOPSFT-CQSZACIVSA-N
632621,2,2,2,2,,CQOZCJAFTZEIHN-CQSZACIVSA-N
610143,2,2,1,1,,WHGLFZPJAYDODK-WMZHIEFXSA-N
610144,2,2,1,1,,OTKZOEOQKWTXMD-GHTZIAJQSA-N
188196,2,2,2,2,ATAZANAVIR,AXRYRYVKAWYZBR-GASGPIRDSA-N
178290,2,1,1,1,MIGALASTAT,LXBIFEVIBLOUGU-DPYQTVNSSA-N
178495,2,1,1,2,METHYL SALICYLATE,OSWPMRLSEDHDFF-UHFFFAOYSA-N
128555,2,2,2,2,CIANIDANOL,PFTAWBLQPZVEMU-DZGCQCFKSA-N
610145,2,1,1,1,,RZEKPECTALABSH-UHFFFAOYSA-N
610218,2,2,1,1,,ODIJMXCJWMOZFJ-PGRDOPGGSA-N
632338,2,2,2,2,,BYTPONDKUKDMDH-MRXNPFEDSA-N
632339,2,2,2,2,,IVVRZZSSLSFZID-OAHLLOKOSA-N
632401,2,2,2,2,,ODNFIZWBPRWOLE-QGZVFWFLSA-N
632402,2,2,2,2,,LQLTVDHLUGEPRE-QGZVFWFLSA-N
632403,2,2,2,2,,HUQYUKHHFHNJRR-CYBMUJFWSA-N
632404,2,2,2,2,,CGOSLGDEUKJOJV-CQSZACIVSA-N
632405,2,2,2,2,,HRMBWUJLMDNIED-CQSZACIVSA-N
632468,2,2,2,2,,SNWGSQTYVCUKGJ-OAHLLOKOSA-N
171587,2,2,2,2,TELITHROMYCIN,LJVAJPDWBABPEJ-PNUFFHFMSA-N
175722,2,2,1,1,,QZKGUNQLVFEEBA-UHFFFAOYSA-N
163516,2,2,2,2,,QFRFAEZUAFKYNV-NDEPHWFRSA-N
163675,2,2,2,2,,AAXGNXOJOSOUQQ-SANMLTNESA-N
163755,2,2,2,2,,MLRDIJRZSJTOLB-NRFANRHFSA-N
128557,2,1,1,1,,BVXOJUBMZXXUTK-UHFFFAOYSA-N
130007,2,1,1,2,OXYQUINOLINE,MCJGNVYPOGVAJF-UHFFFAOYSA-N
131689,2,2,2,1,FANANSERIN,VGIGHGMPMUCLIQ-UHFFFAOYSA-N
180312,2,1,1,2,,KFULDVUYUMOVAX-UHFFFAOYSA-N
180782,2,1,1,2,,CJKGORBZVWDVRY-UHFFFAOYSA-N
632262,2,2,2,2,,JOIFHKHDGMJBSY-QGZVFWFLSA-N
632265,2,2,2,2,,SWRFDYJXSAYWRI-CQSZACIVSA-N
632266,2,2,2,2,,YKMNHKUFLWUPJX-OAHLLOKOSA-N
632335,2,2,2,2,,YWCCLBBMFRWYOU-OAHLLOKOSA-N
632336,2,2,2,2,,BQISWHWVPNTPCD-CQSZACIVSA-N
632337,2,2,2,2,,IZBJOJGYBUOZPU-MRXNPFEDSA-N
632020,2,2,2,2,,NCDVDCYFZPSORZ-QGZVFWFLSA-N
632088,2,2,2,2,,ASTAPGJBBBKTEX-MRXNPFEDSA-N
128085,2,1,1,1,,MUJXHYBPLVXRLY-UHFFFAOYSA-N
128215,2,1,1,2,3-AMINOBENZAMIDE,GSCPDZHWVNUUFI-UHFFFAOYSA-N
158327,2,1,1,2,GLYPHOSATE,XDDAORKBJWWYJS-UHFFFAOYSA-N
139045,2,1,1,2,VALSARTAN,ACWBQPMHZXGDFX-QFIPXVFZSA-N
632089,2,2,2,2,,CRBTZFVQVOXBBO-GOSISDBHSA-N
632090,2,2,2,2,,AFPODXVEPNVDCE-HXUWFJFHSA-N
632091,2,2,2,2,,ZKIWXUBGHCOMER-OAQYLSRUSA-N
632092,2,2,2,2,,YAOWUNOWVQEGOW-GOSISDBHSA-N
632195,2,2,2,2,,PDKGFOSJNKVHSS-HXUWFJFHSA-N
632196,2,2,2,2,,SRXOZHFYOQRTMB-OAHLLOKOSA-N
632197,2,2,2,2,,IBAYEFUGCWIWRD-OAHLLOKOSA-N
610293,2,2,1,1,,HIRZFMOIKMLUHF-LAUBAEHRSA-N
166277,2,1,1,2,,JCXKHYLLVKZPKE-UHFFFAOYSA-N
171563,2,1,1,2,CAFFEIC ACID PHENETHYL ESTER,SWUARLUWKZWEBQ-VQHVLOKHSA-N
631799,2,2,1,2,,BMSMOYJGZAKUNL-UHFFFAOYSA-N
631805,2,2,2,2,,LYWRKVXAAMHTBS-MRXNPFEDSA-N
631806,2,2,2,2,,YCFCCUQNGIHNCB-QGZVFWFLSA-N
631807,2,2,2,2,,IGONDOBLYLNKTI-OAHLLOKOSA-N
631808,2,2,2,2,,YEXIBZKBLZVZSI-OAHLLOKOSA-N
631809,2,2,2,2,,GGPUVZHICLSIOX-OAHLLOKOSA-N
631878,2,2,1,2,,LJEPLYOCNVFFJU-UHFFFAOYSA-N
631885,2,2,2,2,,AGDVFPLNDDIXBY-OAHLLOKOSA-N
631950,2,2,1,2,TEMANOGREL,ZEOQUKRCASTCFR-UHFFFAOYSA-N
631953,2,2,2,2,,GSJZJSKPVRTPMA-GOSISDBHSA-N
631954,2,2,2,2,,PPHJOGOEUDGEOR-QGZVFWFLSA-N
612905,2,2,1,2,,ZLUFXVJXYLAVEN-AWDFDDCISA-N
632014,2,2,1,2,,RLNQKFLDMDEXFL-UHFFFAOYSA-N
632017,2,2,2,2,,SUZTVAUFNKMZOU-GOSISDBHSA-N
632018,2,2,2,2,,QKGFAFCTWJXMJH-GOSISDBHSA-N
632019,2,2,2,2,,SZALSWFXFHISRB-QGZVFWFLSA-N
631497,2,2,2,2,,SFUPJWCVPLXENZ-QGZVFWFLSA-N
631498,2,2,2,2,,SQRYZHXHZZAKRK-QGZVFWFLSA-N
631499,2,2,2,2,,UBKCIYMLUUFSDB-MRXNPFEDSA-N
631568,2,2,2,2,,PBKPCQGTLBWXBQ-QGZVFWFLSA-N
631569,2,2,2,2,,CNMDDAFIBJNBFQ-QGZVFWFLSA-N
631570,2,2,2,2,,BHVLKNXTDWOMMA-GOSISDBHSA-N
631571,2,2,2,2,,CUVRRTILZWEZCN-GOSISDBHSA-N
631649,2,2,2,2,,JUQKBZXPODCAKJ-MRXNPFEDSA-N
631650,2,2,2,2,,JHZTZJQZFCCJBJ-QGZVFWFLSA-N
631651,2,2,2,2,,BCSPALWWQLYRIR-CQSZACIVSA-N
631652,2,2,2,2,,UWCNFUQEKWPTHW-OAHLLOKOSA-N
631653,2,2,2,2,,KOLWUEPBLSFTTN-QGZVFWFLSA-N
631732,2,2,2,2,,PPMCUVCEZBSOGR-QGZVFWFLSA-N
631733,2,2,2,2,,OWYPWYDPIBLTEG-QGZVFWFLSA-N
631734,2,2,2,2,,MHAQFNSWCQLYOT-OAHLLOKOSA-N
631735,2,2,2,2,,FWRAPQVKJFNVCO-MRXNPFEDSA-N
163310,2,2,2,2,,MRONYHYWJWVKKK-QFIPXVFZSA-N
163397,2,2,2,2,,KDDZVJQCAMDQTB-FQEVSTJZSA-N
153570,2,2,1,1,,DMYOHQBLOZMDLP-UHFFFAOYSA-N
155584,2,2,2,2,THEOBROMINE,YAPQBXQYLJRXSA-UHFFFAOYSA-N
157152,2,1,1,2,LY-294002,CZQHHVNHHHRRDU-UHFFFAOYSA-N
134083,2,1,1,2,2-ACETYLAMINOFLUORENE,CZIHNRWJTSTCEX-UHFFFAOYSA-N
134100,2,1,1,2,TRICHLORMETHIAZIDE,LMJSLTNSBFUCMU-UHFFFAOYSA-N
134513,2,1,1,2,"4,4'-METHYLENEDIANILINE",YBRVSVVVWCFQMG-UHFFFAOYSA-N
134966,2,1,1,2,FLUORESCEIN,GNBHRKFJIUUOQI-UHFFFAOYSA-N
137183,2,1,1,2,ANDROSTERONE,QGXBDMJGAMFCBF-HLUDHZFRSA-N
160741,2,2,1,1,CYTIDINE,UHDGCWIWMRVCDJ-XVFCMESISA-N
161074,2,2,1,1,,OJGAAQMNLKYWSQ-UHFFFAOYSA-N
615595,2,2,2,2,,XGXDWBUGQKHTSH-UHFFFAOYSA-N
615596,2,2,2,2,,ZOCPXKXAOXQZSF-UHFFFAOYSA-N
616553,2,1,1,2,,CXXVJZRGOOIVOD-SANMLTNESA-N
631496,2,2,2,2,,CGUSMFXMNDINBL-QGZVFWFLSA-N
628707,2,2,2,1,,LDKQFEPUPKIHCG-UHFFFAOYSA-N
628928,2,2,1,2,,KYIVOBNKSGAKNZ-OAHLLOKOSA-N
628930,2,2,1,2,,WQOMZYPBVOXQJY-QGZVFWFLSA-N
629818,2,2,2,1,,AXIFLPLKZRNVDP-UHFFFAOYSA-N
630052,2,1,1,2,AZASERINE,MZZGOOYMKKIOOX-VKHMYHEASA-N
1256,2,1,1,2,COUMARIN,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N
1362,2,1,1,2,SALICYLIC ACID,YGSDEFSMJLZEOE-UHFFFAOYSA-N
3322473,2,2,1,1,,AQDBIXQGLAUSIM-UHFFFAOYSA-N
3322519,2,2,1,2,,GIBQXCWTOWVJAW-CYBMUJFWSA-N
3322764,2,2,1,1,,IISXYNQNEXZJQD-VMPITWQZSA-N
3322770,2,2,1,2,,ZVRHQZYZNJOIKT-GFCCVEGCSA-N
3323479,2,2,1,2,,GCIKJNJUNJFZPR-AWEZNQCLSA-N
3324288,2,2,1,2,,XFBJUMZGUOUWSC-UHFFFAOYSA-N
3324430,2,2,1,2,,UISBOVCZXJJHQT-UHFFFAOYSA-N
614783,2,2,1,1,,IDCKXHIGLKQWMM-UHFFFAOYSA-N
163062,2,2,2,2,,BRCCXAUQKZKZAB-QHCPKHFHSA-N
627556,2,2,1,2,,HCBQJHASLYAXLH-UHFFFAOYSA-N
627560,2,2,1,2,,IQMZIBZJCFEUSM-UHFFFAOYSA-N
627567,2,2,1,2,,SRPFDFNVILUDAI-UHFFFAOYSA-N
627572,2,2,1,2,,NMNJWRKGTYNGSA-UHFFFAOYSA-N
627573,2,2,1,2,,WMYNTTGGSSIVHK-UHFFFAOYSA-N
627970,2,2,1,2,"1-(3-CHLORO-4-FLUOROPHENYL)-2,2,2-TRIFLUORO-1-(1-(4-FLUOROPHENYL)-1H-INDAZOL-5-YL)ETHANOL (ENANTIOMERIC MIX)",DAXGWLCLIPNRDH-UHFFFAOYSA-N
628022,2,2,1,2,"1-(2,3-DICHLOROPHENYL)-2,2,2-TRIFLUORO-1-(1-(4-FLUOROPHENYL)-1H-INDAZOL-5-YL)ETHANOL (ENANTIOMERIC MIX)",SGKVPHOMCZNDPT-UHFFFAOYSA-N
628023,2,2,1,2,,HOMRLSWXGFQYGM-UHFFFAOYSA-N
